#linkID, startTime
p7, 2019-08-29 13:15
p11, 2019-08-22 10:15
p11, 2019-08-22 13:00
p11, 2019-08-22 14:05
p11, 2019-08-22 15:30
p246, 2019-08-22 08:00
p246, 2019-08-29 05:00
p246, 2019-11-07 21:00
p260, 2019-08-29 10:50
p23, 2019-08-29 13:35
p319, 2019-08-29 14:05
p425, 2019-10-27 06:15
p425, 2019-11-03 08:35
p425, 2019-11-16 01:15
p425, 2019-11-18 08:20
p425, 2019-11-28 11:30
p425, 2019-11-28 11:40
p425, 2019-11-28 12:20
p425, 2019-11-28 12:45
p425, 2019-11-28 13:35
p425, 2019-11-28 14:05
p425, 2019-11-28 14:45
p425, 2019-12-06 11:00
p425, 2019-12-11 09:40
p425, 2019-12-18 03:35
p425, 2019-12-28 08:30
p166, 2019-02-02 22:25
p191, 2019-02-03 01:50
p191, 2019-02-03 08:25
p263, 2019-08-22 09:25
p263, 2019-08-22 09:35
p263, 2019-08-29 06:10
p290, 2019-08-22 09:15
p290, 2019-08-29 06:10
p254, 2019-08-22 07:50
p254, 2019-08-29 05:10
p254, 2019-11-07 21:45
p255, 2019-08-22 08:05
p255, 2019-08-29 04:55
p255, 2019-11-07 21:25
p256, 2019-08-22 07:20
p256, 2019-08-29 05:00
p257, 2019-08-08 06:55
p257, 2019-08-29 05:40
p257, 2019-10-05 00:10
p257, 2019-10-12 14:20
p257, 2019-11-07 21:30
p270, 2019-08-22 07:45
p270, 2019-08-29 05:00
p302, 2019-08-29 13:35
p376, 2019-10-27 06:55
p376, 2019-11-03 11:15
p514, 2019-07-16 23:40
p514, 2019-09-02 14:40
p514, 2019-09-02 17:50
p514, 2019-09-02 18:00
p514, 2019-09-02 20:15
p514, 2019-09-02 22:00
p514, 2019-09-06 02:55
p514, 2019-09-08 06:10
p514, 2019-09-11 06:15
p514, 2019-09-14 06:10
p514, 2019-09-19 06:30
p514, 2019-09-23 07:10
p514, 2019-09-25 05:50
p514, 2019-09-28 05:40
p514, 2019-10-01 03:15
p514, 2019-10-13 03:25
p514, 2019-10-27 05:15
p514, 2019-11-03 05:10
p514, 2019-11-04 06:00
p514, 2019-11-05 18:10
p514, 2019-11-08 01:05
p514, 2019-11-13 05:10
p514, 2019-11-18 05:35
p514, 2019-11-20 13:35
p514, 2019-11-24 12:40
p514, 2019-11-25 11:45
p514, 2019-11-25 15:30
p514, 2019-11-25 15:55
p514, 2019-11-25 16:15
p514, 2019-11-25 16:45
p514, 2019-11-25 23:45
p514, 2019-11-26 08:15
p514, 2019-12-04 03:25
p514, 2019-12-11 04:05
p514, 2019-12-14 03:45
p514, 2019-12-15 09:20
p514, 2019-12-18 00:10
p514, 2019-12-28 03:40
p544, 2019-10-27 07:00
p544, 2019-11-03 10:15
p544, 2019-11-18 09:40
p544, 2019-11-29 11:40
p544, 2019-12-07 00:15
p544, 2019-12-11 10:00
p544, 2019-12-11 13:25
p544, 2019-12-11 13:40
p544, 2019-12-11 20:05
p544, 2019-12-18 03:45
p544, 2019-12-28 08:00
p700, 2019-07-16 23:35
p700, 2019-10-27 06:15
p700, 2019-11-03 07:00
p700, 2019-11-08 02:30
p700, 2019-11-15 07:20
p700, 2019-11-18 07:15
p700, 2019-11-24 04:25
p700, 2019-11-24 05:05
p700, 2019-11-28 06:25
p700, 2019-12-06 06:50
p700, 2019-12-11 06:45
p700, 2019-12-18 02:40
p700, 2019-12-28 06:10
p708, 2019-09-19 12:05
p708, 2019-09-19 13:15
p708, 2019-09-19 18:45
p708, 2019-09-19 22:10
p741, 2019-09-18 00:35
p741, 2019-09-18 11:45
p741, 2019-09-18 21:10
p741, 2019-09-19 02:55
p741, 2019-09-19 03:50
p741, 2019-09-19 04:45
p741, 2019-09-19 04:55
p741, 2019-09-19 12:10
p741, 2019-09-19 14:55
p741, 2019-09-19 17:30
p741, 2019-09-20 10:35
p741, 2019-09-20 11:05
p741, 2019-09-20 13:15
p741, 2019-09-20 13:25
p741, 2019-09-20 14:05
p741, 2019-09-20 17:50
p741, 2019-09-20 18:40
p741, 2019-09-20 19:30
p741, 2019-09-20 20:00
p741, 2019-09-21 07:00
p741, 2019-09-21 12:05
p741, 2019-09-21 12:40
p741, 2019-09-21 13:00
p741, 2019-09-21 18:40
p741, 2019-09-24 23:20
p741, 2019-09-24 23:40
p741, 2019-09-25 11:45
p741, 2019-09-25 12:10
p741, 2019-09-26 06:40
p741, 2019-09-27 07:30
p741, 2019-09-27 08:15
p741, 2019-09-27 09:40
p741, 2019-09-27 10:35
p741, 2019-09-27 20:35
p741, 2019-09-28 11:25
p742, 2019-12-29 19:35
