#linkID, startTime
p253, 2019-01-01 01:10
p253, 2019-01-01 05:35
p12, 2019-01-01 01:10
p12, 2019-01-01 02:10
p12, 2019-01-01 02:45
p12, 2019-01-01 03:10
p264, 2019-01-01 01:10
p7, 2019-01-01 01:10
p7, 2019-01-01 06:00
p267, 2019-01-01 01:10
p267, 2019-01-01 01:35
p267, 2019-01-01 02:40
p267, 2019-01-01 04:30
p11, 2019-01-01 03:15
p272, 2019-01-01 01:10
p243, 2019-01-01 01:10
p278, 2019-01-01 01:10
p266, 2019-01-01 01:10
p281, 2019-01-01 01:10
p14, 2019-01-01 01:10
p14, 2019-01-01 02:55
p14, 2019-01-01 05:40
p268, 2019-01-01 01:10
p15, 2019-01-01 01:10
p286, 2019-01-01 01:10
p286, 2019-01-01 03:35
p286, 2019-01-01 03:50
p17, 2019-01-01 01:10
p17, 2019-01-01 02:40
p17, 2019-01-01 03:05
p18, 2019-01-01 06:10
p250, 2019-01-01 01:10
p289, 2019-01-01 01:10
p274, 2019-01-01 01:10
p274, 2019-01-01 02:10
p19, 2019-01-01 01:10
p293, 2019-01-01 01:10
p299, 2019-01-01 01:10
p248, 2019-01-01 03:15
p248, 2019-01-01 04:40
p283, 2019-01-01 01:25
p283, 2019-01-01 03:05
p283, 2019-01-01 04:55
p300, 2019-01-01 01:15
p300, 2019-01-01 01:45
p21, 2019-01-01 01:10
p21, 2019-01-01 05:20
p22, 2019-01-01 01:10
p23, 2019-01-01 01:10
p249, 2019-01-01 01:10
p298, 2019-01-01 01:10
p24, 2019-01-01 01:15
p24, 2019-01-01 01:30
p24, 2019-01-01 02:30
p24, 2019-01-01 05:00
p288, 2019-01-01 01:10
p26, 2019-01-01 01:10
p312, 2019-01-01 01:10
p27, 2019-01-01 01:10
p294, 2019-01-01 01:10
p28, 2019-01-01 01:10
p29, 2019-01-01 01:10
p29, 2019-01-01 04:45
p30, 2019-01-01 01:10
p30, 2019-01-01 05:30
p314, 2019-01-01 05:30
p32, 2019-01-01 01:10
p240, 2019-01-01 01:10
p319, 2019-01-01 01:10
p905, 2019-01-01 01:10
p321, 2019-01-01 01:10
p321, 2019-01-01 02:30
p321, 2019-01-01 02:40
p325, 2019-01-01 01:10
p36, 2019-01-01 01:10
p344, 2019-01-01 01:10
p343, 2019-01-01 01:10
p343, 2019-01-01 01:35
p345, 2019-01-01 01:10
p358, 2019-01-01 01:10
p38, 2019-01-01 01:15
p40, 2019-01-01 01:10
p347, 2019-01-01 01:10
p2, 2019-01-01 03:10
p372, 2019-01-01 01:10
p375, 2019-01-01 01:10
p357, 2019-01-01 01:10
p230, 2019-01-01 01:10
p230, 2019-01-01 02:15
p230, 2019-01-01 02:35
p230, 2019-01-01 06:10
p44, 2019-01-01 01:10
p45, 2019-01-01 01:10
p45, 2019-01-01 01:35
p395, 2019-01-01 01:10
p47, 2019-01-01 01:10
p231, 2019-01-01 01:10
p402, 2019-01-01 01:10
p401, 2019-01-01 04:55
p413, 2019-01-01 05:55
p413, 2019-01-01 06:35
p398, 2019-01-01 01:10
p420, 2019-01-01 01:10
p428, 2019-01-01 01:10
p428, 2019-01-01 02:20
p428, 2019-01-01 03:35
p432, 2019-01-01 01:10
p95, 2019-01-01 01:10
p435, 2019-01-01 01:10
p196, 2019-01-01 01:10
p440, 2019-01-01 01:10
p441, 2019-01-01 03:05
p96, 2019-01-01 01:10
p442, 2019-01-01 01:10
p445, 2019-01-01 01:10
p447, 2019-01-01 01:15
p447, 2019-01-01 01:25
p436, 2019-01-01 01:10
p450, 2019-01-01 01:10
p450, 2019-01-01 03:25
p457, 2019-01-01 01:20
p457, 2019-01-01 01:30
p459, 2019-01-01 01:35
p98, 2019-01-01 01:10
p444, 2019-01-01 03:30
p451, 2019-01-01 01:10
p101, 2019-01-01 01:10
p223, 2019-01-01 01:10
p103, 2019-01-01 01:10
p104, 2019-01-01 01:10
p460, 2019-01-01 01:10
p461, 2019-01-01 01:10
p461, 2019-01-01 03:25
p461, 2019-01-01 03:35
p468, 2019-01-01 01:10
p468, 2019-01-01 03:40
p105, 2019-01-01 01:10
p449, 2019-01-01 01:10
p110, 2019-01-01 01:10
PRV-2, 2019-01-01 02:50
p458, 2019-01-01 02:25
p472, 2019-01-01 01:10
p107, 2019-01-01 01:10
p474, 2019-01-01 01:10
p108, 2019-01-01 01:10
p109, 2019-01-01 01:10
p477, 2019-01-01 01:10
p477, 2019-01-01 03:35
p479, 2019-01-01 01:10
p111, 2019-01-01 01:10
p111, 2019-01-01 03:35
p463, 2019-01-01 01:10
p481, 2019-01-01 01:10
p465, 2019-01-01 01:10
p467, 2019-01-01 01:10
p473, 2019-01-01 01:10
p473, 2019-01-01 01:35
p473, 2019-01-01 01:45
p473, 2019-01-01 01:55
p473, 2019-01-01 02:20
p488, 2019-01-01 01:20
p81, 2019-01-01 01:10
p492, 2019-01-01 01:10
p492, 2019-01-01 02:50
p492, 2019-01-01 03:10
p492, 2019-01-01 03:40
p197, 2019-01-01 01:10
