#linkID, startTime
p253, 2019-01-01 01:10
p5, 2019-01-01 01:10
p259, 2019-01-01 01:10
p261, 2019-01-01 02:10
p261, 2019-01-01 02:40
p12, 2019-01-01 01:10
p241, 2019-01-01 01:10
p264, 2019-01-01 01:10
p7, 2019-01-01 01:10
p267, 2019-01-01 01:10
p11, 2019-01-01 01:10
p242, 2019-01-01 01:10
p272, 2019-01-01 01:10
p246, 2019-01-01 01:10
p260, 2019-01-01 02:05
p260, 2019-01-01 02:55
p243, 2019-01-01 01:10
p278, 2019-01-01 01:10
p6, 2019-01-01 04:30
p266, 2019-01-01 01:10
p244, 2019-01-01 01:10
p281, 2019-01-01 01:10
p14, 2019-01-01 01:10
p268, 2019-01-01 01:10
p15, 2019-01-01 01:10
p247, 2019-01-01 01:10
p284, 2019-01-01 01:10
p286, 2019-01-01 01:10
p17, 2019-01-01 01:10
p18, 2019-01-01 01:10
p250, 2019-01-01 01:10
p277, 2019-01-01 01:10
p289, 2019-01-01 01:10
p274, 2019-01-01 01:10
p291, 2019-01-01 01:10
p19, 2019-01-01 01:10
p293, 2019-01-01 01:10
p8, 2019-01-01 01:10
p295, 2019-01-01 01:10
p251, 2019-01-01 01:10
p280, 2019-01-01 01:10
p299, 2019-01-01 01:10
p248, 2019-01-01 01:10
p20, 2019-01-01 01:10
p283, 2019-01-01 01:10
p300, 2019-01-01 01:10
p21, 2019-01-01 01:10
p292, 2019-01-01 01:10
p22, 2019-01-01 01:10
p304, 2019-01-01 01:10
p304, 2019-01-01 01:45
p23, 2019-01-01 01:10
p249, 2019-01-01 01:10
p298, 2019-01-01 01:10
p306, 2019-01-01 01:10
p24, 2019-01-01 01:10
p25, 2019-01-01 01:50
p25, 2019-01-01 06:30
p288, 2019-01-01 01:10
p26, 2019-01-01 01:10
p312, 2019-01-01 01:10
p27, 2019-01-01 01:10
p294, 2019-01-01 01:10
p28, 2019-01-01 01:10
p309, 2019-01-01 01:10
p29, 2019-01-01 01:10
p30, 2019-01-01 01:10
p314, 2019-01-01 01:10
p31, 2019-01-01 01:10
p315, 2019-01-01 01:10
p32, 2019-01-01 01:10
p305, 2019-01-01 01:55
p305, 2019-01-01 02:15
p305, 2019-01-01 04:30
p305, 2019-01-01 04:45
p305, 2019-01-01 06:10
p240, 2019-01-01 01:10
p316, 2019-01-01 01:10
p319, 2019-01-01 01:10
p318, 2019-01-01 01:10
p10, 2019-01-01 02:25
p10, 2019-01-01 07:35
p905, 2019-01-01 01:10
p905, 2019-11-23 07:05
p905, 2019-11-26 02:20
p905, 2019-11-29 06:30
p321, 2019-01-01 01:10
p325, 2019-01-01 01:10
p333, 2019-01-01 01:20
p333, 2019-01-01 04:35
p336, 2019-01-01 01:10
p340, 2019-01-01 01:10
p34, 2019-01-01 01:10
p339, 2019-01-01 01:10
p339, 2019-11-18 05:05
p339, 2019-12-01 06:55
p339, 2019-12-07 02:55
p339, 2019-12-09 00:35
p339, 2019-12-19 06:05
p339, 2019-12-21 06:00
p339, 2019-12-23 01:00
p342, 2019-01-01 01:10
p342, 2019-09-22 09:50
p342, 2019-09-24 06:05
p342, 2019-09-28 05:10
p342, 2019-11-04 05:45
p342, 2019-11-04 06:35
p342, 2019-11-04 13:25
p342, 2019-11-05 01:15
p342, 2019-11-06 05:35
p342, 2019-11-10 22:10
p342, 2019-11-16 02:35
p36, 2019-01-01 01:10
p344, 2019-01-01 01:10
p37, 2019-01-01 01:10
p346, 2019-01-01 01:10
p348, 2019-01-01 01:10
p348, 2019-11-18 05:45
