#linkID, startTime
p253, 2019-01-01 05:35
p12, 2019-01-01 03:10
p264, 2019-01-01 03:10
p7, 2019-01-01 03:10
p7, 2019-01-01 06:00
p267, 2019-01-01 03:10
p267, 2019-01-01 04:30
p11, 2019-01-01 03:15
p272, 2019-01-01 03:10
p278, 2019-01-01 03:10
p266, 2019-01-01 03:10
p281, 2019-01-01 03:10
p14, 2019-01-01 03:10
p14, 2019-01-01 05:40
p286, 2019-01-01 03:10
p286, 2019-01-01 03:35
p286, 2019-01-01 03:50
p17, 2019-01-01 03:10
p18, 2019-01-01 06:10
p274, 2019-01-01 03:10
p19, 2019-01-01 03:10
p293, 2019-01-01 03:10
p299, 2019-01-01 03:10
p248, 2019-01-01 03:15
p248, 2019-01-01 04:40
p283, 2019-01-01 03:10
p283, 2019-01-01 04:55
p300, 2019-01-01 03:10
p21, 2019-01-01 03:10
p21, 2019-01-01 05:20
p22, 2019-01-01 03:10
p23, 2019-01-01 03:10
p249, 2019-01-01 03:10
p298, 2019-01-01 03:10
p24, 2019-01-01 03:10
p24, 2019-01-01 05:00
p288, 2019-01-01 03:10
p26, 2019-01-01 03:10
p312, 2019-01-01 03:10
p27, 2019-01-01 03:10
p294, 2019-01-01 03:10
p28, 2019-01-01 03:10
p29, 2019-01-01 03:10
p29, 2019-01-01 04:45
p30, 2019-01-01 03:10
p30, 2019-01-01 05:30
p314, 2019-01-01 05:30
p32, 2019-01-01 03:10
p240, 2019-01-01 03:10
p319, 2019-01-01 03:10
p321, 2019-01-01 03:10
p344, 2019-01-01 03:10
p345, 2019-01-01 03:10
p358, 2019-01-01 03:10
p2, 2019-01-01 03:10
p230, 2019-01-01 06:10
p401, 2019-01-01 04:55
p413, 2019-01-01 05:55
p413, 2019-01-01 06:35
p428, 2019-01-01 03:35
p440, 2019-01-01 03:10
p441, 2019-01-01 03:10
p450, 2019-01-01 03:25
p457, 2019-01-01 03:10
p459, 2019-01-01 03:10
p98, 2019-01-01 03:10
p444, 2019-01-01 03:30
p101, 2019-01-01 03:10
p223, 2019-01-01 03:10
p103, 2019-01-01 03:10
p460, 2019-01-01 03:10
p461, 2019-01-01 03:25
p461, 2019-01-01 03:35
p468, 2019-01-01 03:40
PRV-2, 2019-01-01 03:10
p458, 2019-01-01 03:10
p472, 2019-01-01 03:10
p107, 2019-01-01 03:10
p474, 2019-01-01 03:10
p108, 2019-01-01 03:10
p477, 2019-01-01 03:35
p111, 2019-01-01 03:35
p463, 2019-01-01 03:10
p481, 2019-01-01 03:10
p467, 2019-01-01 03:10
p473, 2019-01-01 03:10
p488, 2019-01-01 03:10
p81, 2019-01-01 03:10
p492, 2019-01-01 03:10
p492, 2019-01-01 03:40
p478, 2019-01-01 03:10
p480, 2019-01-01 03:10
p513, 2019-01-01 03:10
p513, 2019-01-01 04:15
p516, 2019-01-01 03:15
p518, 2019-01-01 03:10
p198, 2019-01-01 03:20
p498, 2019-01-01 03:20
p113, 2019-01-01 03:10
p502, 2019-01-01 03:25
p508, 2019-01-01 03:10
p114, 2019-01-01 03:10
p491, 2019-01-01 03:10
p526, 2019-01-01 03:10
p527, 2019-01-01 03:10
p512, 2019-01-01 03:35
p520, 2019-01-01 03:30
p91, 2019-01-01 03:10
p538, 2019-01-01 03:10
p548, 2019-01-01 03:10
p238, 2019-01-01 03:10
p557, 2019-01-01 03:30
p124, 2019-01-01 03:10
p202, 2019-01-01 03:10
p581, 2019-01-01 03:35
p566, 2019-01-01 03:10
p130, 2019-01-01 03:35
p580, 2019-01-01 03:10
p132, 2019-01-01 03:10
p132, 2019-01-01 06:10
p135, 2019-01-01 03:10
p576, 2019-01-01 03:10
p136, 2019-01-01 03:10
p139, 2019-01-01 03:35
p607, 2019-01-01 03:10
p137, 2019-01-01 03:10
p137, 2019-01-01 06:35
p206, 2019-01-01 03:10
p592, 2019-01-01 03:10
p631, 2019-01-01 03:25
p620, 2019-01-01 03:10
p644, 2019-01-01 03:20
p651, 2019-01-01 03:10
p651, 2019-01-01 05:55
p664, 2019-01-01 03:35
p146, 2019-01-01 03:10
p675, 2019-01-01 03:20
p150, 2019-01-01 03:10
p676, 2019-01-01 03:20
p151, 2019-01-01 03:10
p686, 2019-01-01 03:30
p688, 2019-01-01 03:20
p208, 2019-01-01 03:25
p690, 2019-01-01 03:25
p76, 2019-01-01 03:10
p76, 2019-01-01 05:45
p157, 2019-01-01 03:10
p74, 2019-01-01 03:30
p159, 2019-01-01 03:10
p680, 2019-01-01 03:20
p162, 2019-01-01 03:10
p739, 2019-01-01 03:30
p67, 2019-01-01 03:30
p165, 2019-01-01 03:35
p745, 2019-01-01 03:10
p749, 2019-01-01 03:15
p78, 2019-01-01 03:10
p738, 2019-01-01 03:10
p738, 2019-01-01 04:05
p167, 2019-01-01 03:35
p755, 2019-01-01 03:20
p68, 2019-01-01 03:15
p754, 2019-01-01 03:10
p55, 2019-01-01 03:10
p59, 2019-01-01 03:10
p169, 2019-01-01 03:25
p771, 2019-01-01 03:10
p768, 2019-01-01 03:10
p774, 2019-01-01 03:10
p776, 2019-01-01 03:20
p782, 2019-01-01 03:10
p215, 2019-01-01 03:10
p785, 2019-01-01 03:10
p58, 2019-01-01 03:10
p791, 2019-01-01 03:35
p176, 2019-01-01 03:10
p773, 2019-01-01 03:30
p64, 2019-01-01 03:10
p64, 2019-01-01 05:25
PRV-1, 2019-01-01 03:10
p678, 2019-01-01 03:10
p902, 2019-01-01 03:10
p903, 2019-01-01 03:10
p434, 2019-01-01 03:20
p303, 2019-01-01 03:10
p311, 2019-01-01 03:10
p320, 2019-01-01 03:10
p265, 2019-01-01 03:10
p265, 2019-01-01 05:05
p273, 2019-01-01 03:10
p282, 2019-01-01 03:10
p287, 2019-01-01 03:10
p302, 2019-01-01 03:10
p308, 2019-01-01 03:10
p308, 2019-01-01 04:20
p354, 2019-01-01 03:10
p354, 2019-01-01 05:35
p396, 2019-01-01 03:10
p397, 2019-01-01 03:10
p417, 2019-01-01 03:10
p429, 2019-01-01 03:10
p438, 2019-01-01 03:10
p453, 2019-01-01 03:10
p454, 2019-01-01 03:10
p558, 2019-01-01 03:25
p563, 2019-01-01 03:10
p565, 2019-01-01 03:10
p565, 2019-01-01 03:20
p571, 2019-01-01 03:10
p602, 2019-01-01 03:10
p638, 2019-01-01 03:30
p722, 2019-01-01 03:45
p722, 2019-01-01 04:30
p747, 2019-01-01 03:20
p779, 2019-01-01 03:10
p780, 2019-01-01 03:10
p792, 2019-01-01 03:10
p792, 2019-01-01 03:35
p824, 2019-01-01 03:10
p847, 2019-01-01 03:25
