#linkID, startTime
p253, 2019-01-01 01:10
p5, 2019-01-01 01:10
p259, 2019-01-01 01:10
p261, 2019-01-01 01:25
p12, 2019-01-01 01:10
p241, 2019-01-01 01:10
p264, 2019-01-01 01:10
p7, 2019-01-01 01:10
p267, 2019-01-01 01:10
p11, 2019-01-01 01:10
p258, 2019-11-25 14:45
p258, 2019-11-25 19:45
p269, 2019-01-01 05:05
p242, 2019-01-01 01:10
p272, 2019-01-01 01:10
p246, 2019-01-01 01:10
p246, 2019-07-31 23:10
p246, 2019-08-03 22:15
p246, 2019-08-08 07:15
p246, 2019-08-31 21:50
p246, 2019-09-02 04:05
p246, 2019-09-10 17:55
p246, 2019-09-16 02:20
p246, 2019-09-18 21:00
p246, 2019-09-22 03:30
p246, 2019-09-24 04:00
p246, 2019-09-27 18:50
p246, 2019-10-12 23:55
p246, 2019-10-17 00:00
p246, 2019-11-23 06:35
p246, 2019-11-25 08:30
p246, 2019-11-27 04:35
p260, 2019-01-01 01:20
p260, 2019-07-30 00:45
p260, 2019-07-31 12:25
p260, 2019-08-21 01:30
p260, 2019-08-25 04:50
p260, 2019-08-31 09:05
p260, 2019-09-07 06:50
p260, 2019-09-10 00:30
p260, 2019-09-13 03:55
p260, 2019-09-15 18:30
p260, 2019-09-17 23:35
p260, 2019-10-03 04:55
p260, 2019-10-06 06:35
p260, 2019-10-08 20:50
p260, 2019-10-11 03:40
p260, 2019-10-29 02:35
p260, 2019-10-31 23:30
p260, 2019-11-01 10:00
p260, 2019-11-06 05:15
p260, 2019-11-06 12:45
p260, 2019-11-06 12:55
p260, 2019-11-06 13:50
p260, 2019-11-06 14:30
p260, 2019-11-06 17:55
p260, 2019-11-12 14:00
p260, 2019-11-15 23:05
p260, 2019-11-17 11:25
p260, 2019-11-19 20:35
p260, 2019-11-22 19:20
p260, 2019-11-24 19:50
p260, 2019-12-01 04:00
p260, 2019-12-06 07:00
p260, 2019-12-10 03:25
p260, 2019-12-18 22:20
p260, 2019-12-21 03:40
p260, 2019-12-22 15:30
p275, 2019-03-27 12:00
p275, 2019-06-23 01:35
p275, 2019-07-18 02:20
p275, 2019-07-20 10:45
p275, 2019-07-21 13:45
p275, 2019-07-26 19:50
p275, 2019-07-29 14:45
p275, 2019-09-06 20:20
p275, 2019-09-09 15:55
p275, 2019-10-25 11:10
p275, 2019-10-26 04:15
p275, 2019-10-26 10:10
p275, 2019-10-28 05:00
p275, 2019-12-28 21:35
p275, 2019-12-30 05:15
p243, 2019-01-01 01:10
p278, 2019-01-01 01:10
p6, 2019-01-01 01:20
p266, 2019-01-01 01:10
p244, 2019-01-01 01:10
p281, 2019-01-01 01:10
p14, 2019-01-01 01:10
p268, 2019-01-01 01:10
p15, 2019-01-01 01:10
p247, 2019-01-01 01:10
p247, 2019-01-01 01:45
p284, 2019-01-01 01:10
p16, 2019-01-01 04:15
p16, 2019-01-01 04:30
p16, 2019-07-18 03:55
p16, 2019-07-20 04:10
p16, 2019-07-21 08:55
p16, 2019-07-21 09:40
p16, 2019-07-24 04:00
p16, 2019-07-29 15:05
p16, 2019-09-09 15:20
p16, 2019-10-25 05:50
p16, 2019-10-27 00:35
p16, 2019-10-28 16:05
p16, 2019-10-31 06:10
p16, 2019-11-05 20:25
p16, 2019-11-09 11:50
p16, 2019-11-10 01:00
p16, 2019-11-12 00:10
p16, 2019-12-02 23:15
p16, 2019-12-05 05:00
p16, 2019-12-16 01:55
p16, 2019-12-18 07:15
p16, 2019-12-18 13:45
p16, 2019-12-24 17:25
