#linkID, startTime
p253, 2019-01-01 06:10
p12, 2019-01-01 06:10
p241, 2019-01-01 06:10
p264, 2019-01-01 06:10
p7, 2019-01-01 06:10
p267, 2019-01-01 06:10
p11, 2019-01-01 06:10
p272, 2019-01-01 06:10
p278, 2019-01-01 06:10
p266, 2019-01-01 06:10
p281, 2019-01-01 06:10
p14, 2019-01-01 06:10
p268, 2019-01-01 06:10
p15, 2019-01-01 06:10
p17, 2019-01-01 06:10
p18, 2019-01-01 06:10
p250, 2019-01-01 06:10
p277, 2019-01-01 06:10
p289, 2019-01-01 06:10
p274, 2019-01-01 06:10
p291, 2019-01-01 06:10
p19, 2019-01-01 06:10
p293, 2019-01-01 06:10
p8, 2019-01-01 06:10
p295, 2019-01-01 06:10
p299, 2019-01-01 06:10
p248, 2019-01-01 06:10
p20, 2019-01-01 06:10
p283, 2019-01-01 06:10
p300, 2019-01-01 06:35
p21, 2019-01-01 06:10
p22, 2019-01-01 06:10
p23, 2019-01-01 06:10
p249, 2019-01-01 06:10
p298, 2019-01-01 06:10
p24, 2019-01-01 06:10
p288, 2019-01-01 06:10
p26, 2019-01-01 06:10
p312, 2019-01-01 06:10
p27, 2019-01-01 06:10
p294, 2019-01-01 06:10
p28, 2019-01-01 06:10
p29, 2019-01-01 06:10
p30, 2019-01-01 06:10
p314, 2019-01-01 06:10
p31, 2019-01-01 06:10
p240, 2019-01-01 06:10
p319, 2019-01-01 06:10
p321, 2019-01-01 06:10
p344, 2019-01-01 06:10
p343, 2019-01-01 06:30
p345, 2019-01-01 06:10
p358, 2019-01-01 06:10
p372, 2019-01-01 06:25
p230, 2019-01-01 06:10
p47, 2019-01-01 06:10
p402, 2019-01-01 06:30
p401, 2019-01-01 06:10
p413, 2019-01-01 06:10
p428, 2019-01-01 06:10
p435, 2019-01-01 06:15
p440, 2019-01-01 06:10
p441, 2019-01-01 06:30
p442, 2019-01-01 06:10
p436, 2019-01-01 06:45
p450, 2019-01-01 06:25
p457, 2019-01-01 06:10
p459, 2019-01-01 06:10
p98, 2019-01-01 06:10
p101, 2019-01-01 06:10
p223, 2019-01-01 06:10
p103, 2019-01-01 06:10
p104, 2019-01-01 06:35
p460, 2019-01-01 06:10
p461, 2019-01-01 06:10
p468, 2019-01-01 06:10
p106, 2019-01-01 06:10
p458, 2019-01-01 06:10
p472, 2019-01-01 06:10
p107, 2019-01-01 06:10
p474, 2019-01-01 06:10
p108, 2019-01-01 06:10
p463, 2019-01-01 06:10
p481, 2019-01-01 06:10
p467, 2019-01-01 06:10
p473, 2019-01-01 06:10
p488, 2019-01-01 06:10
p81, 2019-01-01 06:10
p492, 2019-01-01 06:10
p494, 2019-01-01 06:10
p478, 2019-01-01 06:10
p503, 2019-01-01 06:10
p228, 2019-01-01 06:10
p480, 2019-01-01 06:10
p513, 2019-01-01 06:10
p518, 2019-01-01 06:10
p198, 2019-01-01 06:10
p525, 2019-01-01 06:10
p113, 2019-01-01 06:10
p508, 2019-01-01 06:10
p114, 2019-01-01 06:50
p491, 2019-01-01 06:10
p526, 2019-01-01 06:10
p527, 2019-01-01 06:10
p517, 2019-01-01 06:10
p118, 2019-01-01 06:10
p520, 2019-01-01 06:10
p539, 2019-01-01 06:25
p91, 2019-01-01 06:10
p538, 2019-01-01 06:10
p549, 2019-01-01 06:25
p551, 2019-01-01 06:20
p86, 2019-01-01 06:30
p534, 2019-01-01 06:30
p548, 2019-01-01 06:10
p238, 2019-01-01 06:10
p553, 2019-01-01 06:20
p233, 2019-01-01 06:15
p557, 2019-01-01 06:10
p124, 2019-01-01 06:20
p562, 2019-01-01 06:10
p567, 2019-01-01 06:10
p84, 2019-01-01 06:10
p573, 2019-01-01 06:30
p559, 2019-01-01 06:10
p202, 2019-01-01 06:10
p581, 2019-01-01 06:10
p561, 2019-01-01 06:25
p566, 2019-01-01 06:10
p586, 2019-01-01 06:20
p129, 2019-01-01 06:10
p88, 2019-01-01 06:20
p130, 2019-01-01 06:10
p580, 2019-01-01 06:10
p132, 2019-01-01 06:10
p135, 2019-01-01 06:10
p576, 2019-01-01 06:10
p136, 2019-01-01 06:10
p204, 2019-01-01 06:10
p607, 2019-01-01 06:10
p137, 2019-01-01 06:10
p206, 2019-01-01 06:10
p592, 2019-01-01 06:10
p140, 2019-01-01 06:10
p613, 2019-01-01 06:20
p625, 2019-01-01 06:25
p631, 2019-01-01 06:10
p237, 2019-01-01 06:15
p620, 2019-01-01 06:10
p644, 2019-01-01 06:10
p639, 2019-01-01 06:10
p658, 2019-01-01 06:25
p651, 2019-01-01 06:10
p664, 2019-01-01 06:10
p146, 2019-01-01 06:10
p150, 2019-01-01 06:10
p676, 2019-01-01 06:10
p151, 2019-01-01 06:10
p686, 2019-01-01 06:10
