#linkID, startTime
p253, 2019-01-01 01:10
p5, 2019-01-01 01:10
p5, 2019-01-01 01:55
p5, 2019-01-01 03:10
p259, 2019-01-01 01:10
p259, 2019-01-01 01:25
p12, 2019-01-01 01:10
p12, 2019-01-01 05:50
p241, 2019-01-01 01:20
p264, 2019-01-01 01:10
p7, 2019-01-01 01:10
p267, 2019-01-01 01:10
p11, 2019-01-01 01:10
p272, 2019-01-01 01:10
p243, 2019-01-01 01:10
p243, 2019-01-01 03:10
p278, 2019-01-01 01:10
p266, 2019-01-01 01:10
p281, 2019-01-01 01:10
p14, 2019-01-01 01:10
p268, 2019-01-01 01:10
p15, 2019-01-01 01:10
p15, 2019-01-01 03:05
p15, 2019-01-01 05:25
p15, 2019-01-01 05:45
p286, 2019-01-01 01:10
p17, 2019-01-01 01:10
p18, 2019-01-01 01:10
p18, 2019-01-01 02:10
p250, 2019-01-01 01:10
p277, 2019-01-01 01:10
p277, 2019-01-01 02:40
p277, 2019-01-01 04:20
p289, 2019-01-01 01:10
p274, 2019-01-01 01:10
p291, 2019-01-01 01:10
p291, 2019-01-01 01:45
p291, 2019-01-01 03:15
p19, 2019-01-01 01:10
p293, 2019-01-01 01:10
p8, 2019-01-01 01:10
p8, 2019-01-01 01:40
p8, 2019-01-01 03:00
p8, 2019-01-01 05:25
p8, 2019-01-01 05:35
p295, 2019-01-01 01:10
p295, 2019-01-01 02:20
p299, 2019-01-01 01:10
p248, 2019-01-01 01:10
p20, 2019-01-01 01:10
p20, 2019-01-01 02:00
p20, 2019-01-01 02:25
p20, 2019-01-01 03:55
p20, 2019-01-01 04:15
p20, 2019-01-01 05:00
p283, 2019-01-01 01:10
p300, 2019-01-01 01:10
p300, 2019-01-01 06:35
p21, 2019-01-01 01:10
p22, 2019-01-01 01:10
p23, 2019-01-01 01:10
p249, 2019-01-01 01:10
p298, 2019-01-01 01:10
p24, 2019-01-01 01:10
p288, 2019-01-01 01:10
p26, 2019-01-01 01:10
p312, 2019-01-01 01:10
p27, 2019-01-01 01:10
p294, 2019-01-01 01:10
p28, 2019-01-01 01:10
p29, 2019-01-01 01:10
p30, 2019-01-01 01:10
p314, 2019-01-01 01:35
p31, 2019-01-01 01:10
p32, 2019-01-01 01:10
p240, 2019-01-01 01:10
p319, 2019-01-01 01:10
p905, 2019-01-01 01:10
p321, 2019-01-01 01:10
p325, 2019-01-01 01:10
p340, 2019-01-01 01:20
p340, 2019-01-01 01:30
p34, 2019-01-01 01:10
p34, 2019-01-01 02:05
p36, 2019-01-01 01:10
p344, 2019-01-01 01:10
p37, 2019-01-01 01:10
p346, 2019-01-01 01:10
p348, 2019-01-01 01:10
p353, 2019-01-01 02:35
p341, 2019-01-01 02:35
p343, 2019-01-01 01:10
p343, 2019-01-01 06:30
p345, 2019-01-01 01:10
p358, 2019-01-01 01:10
p335, 2019-01-01 01:10
p335, 2019-01-01 02:05
p335, 2019-01-01 03:30
p38, 2019-01-01 01:10
p1, 2019-01-01 01:10
p40, 2019-01-01 01:10
p347, 2019-01-01 01:10
p363, 2019-01-01 01:10
p2, 2019-01-01 01:10
p372, 2019-01-01 01:10
p372, 2019-01-01 06:25
p375, 2019-01-01 01:10
p9, 2019-01-01 01:10
p357, 2019-01-01 01:10
p230, 2019-01-01 01:10
p355, 2019-01-01 03:20
p229, 2019-01-01 02:00
p229, 2019-01-01 05:35
p385, 2019-01-01 01:10
p4, 2019-01-01 01:10
p387, 2019-01-01 01:10
p374, 2019-01-01 02:00
p44, 2019-01-01 01:10
