#linkID, startTime
p253, 2019-01-01 01:10
p253, 2019-01-01 01:55
p253, 2019-01-01 02:30
p259, 2019-01-01 02:05
p12, 2019-01-01 01:10
p241, 2019-01-01 02:55
p264, 2019-01-01 01:10
p7, 2019-01-01 01:10
p267, 2019-01-01 01:10
p11, 2019-01-01 01:25
p11, 2019-01-01 02:30
p11, 2019-01-01 05:40
p272, 2019-01-01 01:10
p243, 2019-01-01 01:10
p278, 2019-01-01 01:10
p266, 2019-01-01 01:10
p281, 2019-01-01 01:10
p14, 2019-01-01 01:10
p268, 2019-01-01 01:10
p268, 2019-01-01 02:50
p268, 2019-01-01 05:45
p15, 2019-01-01 01:10
p286, 2019-01-01 01:10
p17, 2019-01-01 01:10
p17, 2019-01-01 05:20
p18, 2019-01-01 03:00
p18, 2019-01-01 03:30
p250, 2019-01-01 01:10
p250, 2019-01-01 01:25
p250, 2019-01-01 03:10
p250, 2019-01-01 05:20
p277, 2019-01-01 01:10
p289, 2019-01-01 01:10
p289, 2019-01-01 04:35
p274, 2019-01-01 01:10
p291, 2019-01-01 01:10
p291, 2019-01-01 05:20
p291, 2019-01-01 06:15
p19, 2019-01-01 01:10
p293, 2019-01-01 01:10
p8, 2019-01-01 01:10
p295, 2019-01-01 03:00
p295, 2019-01-01 05:20
p299, 2019-01-01 01:10
p248, 2019-01-01 01:10
p20, 2019-01-01 01:10
p283, 2019-01-01 01:10
p300, 2019-01-01 01:10
p21, 2019-01-01 01:10
p22, 2019-01-01 01:10
p23, 2019-01-01 01:10
p249, 2019-01-01 01:10
p298, 2019-01-01 01:10
p24, 2019-01-01 01:10
p288, 2019-01-01 01:10
p26, 2019-01-01 01:10
p26, 2019-01-01 05:10
p312, 2019-01-01 01:10
p312, 2019-01-01 05:25
p27, 2019-01-01 01:10
p294, 2019-01-01 01:10
p28, 2019-01-01 01:10
p29, 2019-01-01 01:10
p30, 2019-01-01 01:10
p314, 2019-01-01 02:35
p314, 2019-01-01 02:55
p31, 2019-01-01 01:15
p31, 2019-01-01 03:25
p31, 2019-01-01 03:45
p32, 2019-01-01 01:10
p240, 2019-01-01 01:10
p319, 2019-01-01 01:10
p905, 2019-01-01 01:10
p321, 2019-01-01 01:10
p325, 2019-01-01 01:10
p340, 2019-01-01 03:15
p34, 2019-01-01 01:25
p36, 2019-01-01 01:10
p344, 2019-01-01 01:10
p344, 2019-01-01 06:10
p346, 2019-01-01 01:10
p346, 2019-01-01 03:10
p353, 2019-01-01 03:35
p343, 2019-01-01 01:10
p345, 2019-01-01 01:10
p358, 2019-01-01 01:10
p335, 2019-01-01 01:10
p38, 2019-01-01 01:10
p40, 2019-01-01 01:10
p40, 2019-01-01 02:20
p40, 2019-01-01 02:35
p40, 2019-01-01 02:50
p347, 2019-01-01 01:10
p363, 2019-01-01 03:25
p2, 2019-01-01 01:55
p372, 2019-01-01 01:10
p372, 2019-01-01 02:05
p372, 2019-01-01 03:45
p375, 2019-01-01 01:10
p375, 2019-01-01 03:10
p375, 2019-01-01 03:20
p9, 2019-01-01 01:10
p9, 2019-01-01 03:15
p357, 2019-01-01 01:10
p230, 2019-01-01 01:10
p230, 2019-01-01 04:45
p229, 2019-01-01 02:55
p385, 2019-01-01 01:10
p4, 2019-01-01 01:45
p4, 2019-01-01 01:55
p4, 2019-01-01 02:20
p387, 2019-01-01 01:25
p374, 2019-01-01 02:50
p44, 2019-01-01 01:10
p389, 2019-01-01 01:10
p389, 2019-01-01 03:25
p45, 2019-01-01 01:10
p45, 2019-01-01 02:45
p46, 2019-01-01 01:30
p388, 2019-01-01 01:10
p388, 2019-01-01 01:50
p395, 2019-01-01 01:10
p47, 2019-01-01 01:10
p231, 2019-01-01 01:10
p231, 2019-01-01 03:35
p402, 2019-01-01 01:10
p404, 2019-01-01 03:15
p392, 2019-01-01 01:55
p392, 2019-01-01 02:30
p392, 2019-01-01 02:45
p392, 2019-01-01 03:20
p401, 2019-01-01 01:25
p401, 2019-01-01 01:40
p401, 2019-01-01 03:05
p401, 2019-01-01 03:45
p413, 2019-01-01 01:15
p413, 2019-01-01 01:45
p413, 2019-01-01 04:15
p398, 2019-01-01 01:10
p420, 2019-01-01 01:10
p420, 2019-01-01 02:45
p420, 2019-01-01 02:55
p420, 2019-01-01 03:30
p428, 2019-01-01 01:10
p432, 2019-01-01 01:10
p432, 2019-01-01 01:55
p432, 2019-01-01 03:35
p95, 2019-01-01 01:10
p435, 2019-01-01 01:10
p437, 2019-01-01 01:10
p437, 2019-01-01 02:55
p196, 2019-01-01 01:10
p196, 2019-01-01 03:35
p440, 2019-01-01 01:10
p441, 2019-01-01 02:20
p96, 2019-01-01 01:10
p442, 2019-01-01 01:10
p442, 2019-01-01 05:20
p445, 2019-01-01 01:10
p447, 2019-01-01 01:10
p436, 2019-01-01 01:10
p450, 2019-01-01 01:10
p457, 2019-01-01 01:10
p459, 2019-01-01 01:10
p459, 2019-01-01 05:20
p98, 2019-01-01 01:10
p98, 2019-01-01 06:05
p444, 2019-01-01 01:20
p444, 2019-01-01 01:30
p451, 2019-01-01 01:10
p451, 2019-01-01 02:45
p100, 2019-01-01 01:10
p100, 2019-01-01 02:35
p101, 2019-01-01 01:10
p101, 2019-01-01 06:15
p223, 2019-01-01 01:10
p223, 2019-01-01 06:10
p102, 2019-01-01 01:10
p102, 2019-01-01 01:55
p102, 2019-01-01 02:45
p103, 2019-01-01 01:10
p104, 2019-01-01 01:10
p460, 2019-01-01 01:10
p461, 2019-01-01 01:10
p92, 2019-01-01 01:15
p468, 2019-01-01 01:10
p105, 2019-01-01 01:10
p449, 2019-01-01 01:10
p110, 2019-01-01 01:10
PRV-2, 2019-01-01 01:55
p458, 2019-01-01 01:50
p458, 2019-01-01 04:45
p472, 2019-01-01 01:10
p107, 2019-01-01 01:10
p107, 2019-01-01 06:15
p474, 2019-01-01 01:10
p474, 2019-01-01 06:15
p108, 2019-01-01 01:10
p108, 2019-01-01 06:05
p109, 2019-01-01 01:10
p477, 2019-01-01 01:10
p479, 2019-01-01 01:10
p111, 2019-01-01 01:10
p463, 2019-01-01 01:10
p481, 2019-01-01 01:10
p484, 2019-01-01 01:10
p465, 2019-01-01 01:10
p467, 2019-01-01 01:10
p473, 2019-01-01 01:10
p488, 2019-01-01 01:10
p81, 2019-01-01 01:10
p81, 2019-01-01 06:20
p492, 2019-01-01 01:10
p197, 2019-01-01 01:10
p494, 2019-01-01 02:00
p494, 2019-01-01 03:05
p494, 2019-01-01 05:00
p494, 2019-01-01 05:10
p476, 2019-01-01 01:10
p497, 2019-01-01 01:10
p499, 2019-01-01 01:10
p234, 2019-01-01 01:10
p478, 2019-01-01 01:10
p503, 2019-01-01 01:10
p471, 2019-01-01 01:10
p112, 2019-01-01 01:10
p493, 2019-01-01 01:10
p228, 2019-01-01 01:10
p228, 2019-01-01 01:30
p228, 2019-01-01 01:55
p228, 2019-01-01 02:15
p480, 2019-01-01 01:35
p480, 2019-01-01 04:40
p513, 2019-01-01 01:20
p516, 2019-01-01 02:25
p518, 2019-01-01 01:10
p198, 2019-01-01 01:10
p498, 2019-01-01 01:25
p89, 2019-01-01 01:10
p113, 2019-01-01 01:10
p113, 2019-01-01 06:00
p502, 2019-01-01 01:10
p508, 2019-01-01 01:10
p116, 2019-01-01 03:30
p114, 2019-01-01 01:10
p224, 2019-01-01 01:10
p491, 2019-01-01 01:10
p526, 2019-01-01 01:10
p199, 2019-01-01 01:10
p524, 2019-01-01 01:10
p524, 2019-01-01 03:20
p115, 2019-01-01 01:10
p115, 2019-01-01 03:00
p522, 2019-01-01 01:10
p522, 2019-01-01 01:20
p522, 2019-01-01 01:40
p527, 2019-01-01 01:10
p512, 2019-01-01 01:10
p117, 2019-01-01 01:10
p517, 2019-01-01 01:10
p517, 2019-01-01 06:05
p118, 2019-01-01 01:10
p520, 2019-01-01 01:10
p226, 2019-01-01 01:10
p539, 2019-01-01 01:10
p541, 2019-01-01 01:10
p119, 2019-01-01 01:10
p543, 2019-01-01 01:10
p91, 2019-01-01 01:10
p528, 2019-01-01 01:10
p120, 2019-01-01 01:10
p121, 2019-01-01 01:10
p538, 2019-01-01 01:10
p122, 2019-01-01 01:10
p549, 2019-01-01 01:10
p540, 2019-01-01 01:10
p551, 2019-01-01 01:10
p86, 2019-01-01 02:00
p86, 2019-01-01 02:25
p534, 2019-01-01 01:10
p548, 2019-01-01 01:10
p238, 2019-01-01 01:10
p553, 2019-01-01 01:10
p233, 2019-01-01 01:10
p200, 2019-01-01 01:10
p123, 2019-01-01 01:10
p557, 2019-01-01 01:10
p87, 2019-01-01 03:15
p542, 2019-01-01 01:10
p124, 2019-01-01 01:10
p552, 2019-01-01 01:10
p560, 2019-01-01 01:10
p562, 2019-01-01 01:10
p567, 2019-01-01 01:10
p567, 2019-01-01 02:35
p84, 2019-01-01 01:30
p84, 2019-01-01 02:25
p570, 2019-01-01 01:10
p125, 2019-01-01 01:10
p573, 2019-01-01 01:10
p126, 2019-01-01 01:10
p126, 2019-01-01 02:55
p546, 2019-01-01 01:10
p546, 2019-01-01 03:05
p577, 2019-01-01 01:10
