#linkID, startTime
p264, 2019-01-01 01:10
p264, 2019-01-01 05:55
p7, 2019-01-01 01:10
p272, 2019-01-01 01:10
p272, 2019-01-01 06:00
p278, 2019-01-01 01:10
p266, 2019-01-01 05:55
p281, 2019-01-01 01:10
p281, 2019-01-01 01:40
p281, 2019-01-01 02:50
p286, 2019-01-01 01:10
p286, 2019-01-01 01:20
p286, 2019-01-01 02:50
p19, 2019-01-01 01:10
p19, 2019-01-01 02:40
p293, 2019-01-01 01:10
p293, 2019-01-01 03:00
p293, 2019-01-01 06:15
p22, 2019-01-01 01:10
p22, 2019-01-01 01:35
p22, 2019-01-01 04:40
p23, 2019-01-01 01:10
p249, 2019-01-01 01:10
p249, 2019-01-01 02:55
p249, 2019-01-01 05:55
p288, 2019-01-01 01:10
p288, 2019-01-01 03:00
p288, 2019-01-01 04:25
p26, 2019-01-01 01:10
p27, 2019-01-01 01:10
p27, 2019-01-01 03:15
p27, 2019-01-01 04:45
p294, 2019-01-01 01:10
p28, 2019-01-01 01:10
p30, 2019-01-01 01:10
p240, 2019-01-01 01:10
p319, 2019-01-01 01:10
p321, 2019-01-01 01:10
p325, 2019-01-01 01:10
p344, 2019-01-01 01:10
p435, 2019-01-01 01:10
p96, 2019-01-01 01:10
p436, 2019-01-01 01:10
p98, 2019-01-01 01:10
p101, 2019-01-01 01:10
p223, 2019-01-01 01:10
p103, 2019-01-01 01:10
p104, 2019-01-01 01:10
p460, 2019-01-01 01:10
p461, 2019-01-01 01:10
p110, 2019-01-01 01:10
p472, 2019-01-01 01:10
p107, 2019-01-01 01:10
p474, 2019-01-01 01:10
p108, 2019-01-01 01:10
p109, 2019-01-01 01:10
p463, 2019-01-01 01:10
p81, 2019-01-01 01:10
p478, 2019-01-01 01:10
p114, 2019-01-01 01:10
p526, 2019-01-01 01:10
p118, 2019-01-01 01:10
p520, 2019-01-01 01:10
p91, 2019-01-01 01:10
p122, 2019-01-01 01:10
p551, 2019-01-01 01:10
p534, 2019-01-01 01:10
p238, 2019-01-01 01:10
p233, 2019-01-01 01:10
p557, 2019-01-01 01:10
p130, 2019-01-01 01:10
p132, 2019-01-01 01:10
p601, 2019-01-01 01:10
p135, 2019-01-01 01:10
p136, 2019-01-01 05:30
p610, 2019-01-01 01:10
p206, 2019-01-01 01:10
p592, 2019-01-01 01:10
p688, 2019-01-01 01:10
p690, 2019-01-01 01:10
p66, 2019-01-01 01:10
p728, 2019-01-01 01:10
p761, 2019-01-01 01:10
p214, 2019-01-01 01:10
p752, 2019-01-01 01:10
p762, 2019-01-01 01:10
p767, 2019-01-01 01:10
p760, 2019-01-01 01:10
p775, 2019-01-01 01:10
p61, 2019-01-01 01:10
p64, 2019-01-01 03:35
p839, 2019-01-01 01:10
p843, 2019-01-01 01:10
PRV-1, 2019-01-01 01:10
p854, 2019-01-01 01:10
p862, 2019-01-01 01:10
p869, 2019-01-01 01:10
p188, 2019-01-01 01:10
p864, 2019-01-01 01:10
p874, 2019-01-01 01:10
p875, 2019-01-01 01:10
p853, 2019-01-01 01:10
p194, 2019-01-01 01:10
p891, 2019-01-01 01:10
p892, 2019-01-01 01:10
p554, 2019-01-01 01:10
p303, 2019-01-01 01:10
p311, 2019-01-01 01:10
p320, 2019-01-01 01:10
p320, 2019-01-01 03:15
p273, 2019-01-01 01:10
p273, 2019-01-01 03:10
p282, 2019-01-01 01:10
p282, 2019-01-01 01:35
p287, 2019-01-01 01:10
p302, 2019-01-01 01:10
p323, 2019-01-01 01:10
p351, 2019-01-01 01:10
p364, 2019-01-01 01:10
p396, 2019-01-01 01:10
p397, 2019-01-01 01:10
p417, 2019-01-01 01:10
p429, 2019-01-01 02:35
p429, 2019-01-01 02:45
p429, 2019-01-01 04:00
p438, 2019-01-01 01:10
p439, 2019-01-01 01:10
p448, 2019-01-01 01:10
p453, 2019-01-01 01:10
p454, 2019-01-01 01:10
p454, 2019-01-01 02:55
p482, 2019-01-01 01:10
p495, 2019-01-01 01:10
p533, 2019-01-01 01:10
p563, 2019-01-01 01:10
p571, 2019-01-01 01:10
p575, 2019-01-01 01:10
p582, 2019-01-01 01:10
p589, 2019-01-01 01:10
p638, 2019-01-01 01:10
p691, 2019-01-01 01:10
p693, 2019-01-01 01:10
p709, 2019-01-01 01:15
p718, 2019-01-01 01:10
p746, 2019-01-01 01:10
p747, 2019-01-01 01:10
p756, 2019-01-01 01:10
p764, 2019-01-01 01:10
p824, 2019-01-01 01:10
p825, 2019-01-01 01:10
p840, 2019-01-01 01:10
p844, 2019-01-01 01:10
p863, 2019-01-01 01:10
p879, 2019-01-01 01:10
p881, 2019-01-01 01:10
p882, 2019-01-01 01:10
