#linkID, startTime
p253, 2019-01-01 02:10
p5, 2019-01-01 02:10
p5, 2019-07-15 23:25
p5, 2019-07-17 23:35
p5, 2019-07-19 22:25
p5, 2019-07-23 19:45
p5, 2019-07-25 20:50
p5, 2019-09-09 08:10
p5, 2019-10-02 17:20
p5, 2019-10-08 10:25
p5, 2019-10-25 04:00
p5, 2019-10-28 07:40
p5, 2019-10-31 05:05
p5, 2019-11-06 01:25
p5, 2019-11-10 08:45
p5, 2019-11-12 03:35
p5, 2019-11-30 03:50
p5, 2019-12-03 03:20
p5, 2019-12-05 18:30
p5, 2019-12-12 22:30
p5, 2019-12-16 01:45
p5, 2019-12-24 17:00
p5, 2019-12-27 02:45
p5, 2019-12-29 06:20
p5, 2019-12-30 21:55
p259, 2019-01-01 02:10
p261, 2019-01-01 02:10
p261, 2019-07-31 19:10
p261, 2019-08-09 02:40
p261, 2019-09-19 03:05
p261, 2019-09-28 03:30
p12, 2019-01-01 02:10
p241, 2019-01-01 02:10
p264, 2019-01-01 02:10
p7, 2019-01-01 02:10
p267, 2019-01-01 02:10
p11, 2019-01-01 02:10
p11, 2019-08-01 01:55
p258, 2019-02-26 08:20
p258, 2019-03-24 15:00
p258, 2019-03-25 17:30
p258, 2019-03-26 12:30
p258, 2019-03-26 23:40
p258, 2019-03-28 20:00
p258, 2019-04-09 00:45
p258, 2019-04-19 20:15
p258, 2019-04-21 04:20
p258, 2019-05-07 15:25
p258, 2019-05-09 00:05
p258, 2019-05-10 09:35
p258, 2019-05-10 11:10
p258, 2019-05-31 08:35
p258, 2019-06-09 08:50
p258, 2019-06-10 07:45
p258, 2019-06-11 16:30
p258, 2019-06-13 23:35
p258, 2019-06-20 01:55
p258, 2019-06-20 02:05
p258, 2019-06-21 13:10
p258, 2019-06-26 05:35
p258, 2019-06-27 08:50
p258, 2019-07-05 01:25
p258, 2019-07-06 05:45
p258, 2019-07-07 18:10
p258, 2019-07-09 13:00
p258, 2019-07-09 14:10
p258, 2019-07-12 02:50
p258, 2019-07-12 03:10
p258, 2019-07-13 19:55
p258, 2019-07-15 06:10
p269, 2019-01-01 02:10
p269, 2019-07-29 21:00
p269, 2019-07-31 06:15
p269, 2019-08-31 19:15
p269, 2019-09-03 04:25
p269, 2019-09-07 06:15
p269, 2019-09-10 00:20
p269, 2019-09-15 22:35
p269, 2019-09-18 06:00
p269, 2019-09-22 04:55
p269, 2019-09-24 05:05
p269, 2019-09-27 11:05
