#linkID, startTime
p264, 2019-01-01 03:10
p264, 2019-01-01 05:55
p272, 2019-01-01 06:00
p278, 2019-01-01 03:10
p266, 2019-01-01 05:55
p281, 2019-01-01 03:10
p19, 2019-01-01 03:10
p293, 2019-01-01 03:10
p293, 2019-01-01 06:15
p22, 2019-01-01 04:40
p249, 2019-01-01 03:10
p249, 2019-01-01 05:55
p288, 2019-01-01 03:10
p288, 2019-01-01 04:25
p27, 2019-01-01 03:15
p27, 2019-01-01 04:45
p30, 2019-01-01 03:10
p136, 2019-01-01 05:30
p64, 2019-01-01 03:35
p320, 2019-01-01 03:15
p273, 2019-01-01 03:10
p429, 2019-01-01 03:10
p429, 2019-01-01 04:00
