#linkID, startTime
p264, 2019-01-01 03:10
p7, 2019-01-01 03:10
p267, 2019-01-01 06:15
p272, 2019-01-01 03:10
p278, 2019-01-01 03:10
p266, 2019-01-01 03:10
p281, 2019-01-01 03:10
p281, 2019-01-01 05:45
p286, 2019-01-01 03:10
p274, 2019-01-01 03:25
p19, 2019-01-01 03:10
p19, 2019-01-01 06:10
p293, 2019-01-01 03:10
p299, 2019-01-01 03:10
p300, 2019-01-01 03:10
p22, 2019-01-01 03:10
p23, 2019-01-01 03:20
p23, 2019-01-01 03:50
p23, 2019-01-01 04:50
p249, 2019-01-01 03:10
p298, 2019-01-01 03:10
p298, 2019-01-01 04:15
p298, 2019-01-01 04:30
p288, 2019-01-01 03:10
p26, 2019-01-01 03:25
p312, 2019-01-01 03:10
p27, 2019-01-01 03:10
p294, 2019-01-01 03:10
p28, 2019-01-01 03:10
p29, 2019-01-01 03:10
p29, 2019-01-01 05:50
p30, 2019-01-01 03:10
p32, 2019-01-01 03:10
p240, 2019-01-01 03:20
p240, 2019-01-01 05:50
p319, 2019-01-01 03:10
p319, 2019-01-01 05:45
p459, 2019-01-01 03:10
p103, 2019-01-01 03:10
p458, 2019-01-01 03:20
p474, 2019-01-01 03:10
p108, 2019-01-01 03:10
p108, 2019-01-01 03:35
p463, 2019-01-01 03:10
p488, 2019-01-01 03:10
p480, 2019-01-01 03:10
p513, 2019-01-01 03:10
p513, 2019-01-01 05:25
p113, 2019-01-01 03:10
p113, 2019-01-01 03:35
p136, 2019-01-01 03:25
p206, 2019-01-01 03:10
p206, 2019-01-01 05:35
p146, 2019-01-01 03:10
p76, 2019-01-01 03:15
p157, 2019-01-01 03:10
p78, 2019-01-01 03:10
p55, 2019-01-01 03:20
p768, 2019-01-01 03:30
p774, 2019-01-01 03:35
p64, 2019-01-01 03:10
p303, 2019-01-01 03:10
p311, 2019-01-01 03:20
p311, 2019-01-01 06:05
p320, 2019-01-01 03:10
p320, 2019-01-01 04:30
p265, 2019-01-01 03:10
p273, 2019-01-01 03:10
p273, 2019-01-01 05:20
p282, 2019-01-01 03:10
p287, 2019-01-01 03:30
p287, 2019-01-01 05:05
p302, 2019-01-01 03:10
p302, 2019-01-01 05:00
p396, 2019-01-01 03:10
p397, 2019-01-01 03:10
p417, 2019-01-01 03:35
p417, 2019-01-01 04:30
p417, 2019-01-01 04:40
p429, 2019-01-01 03:10
p454, 2019-01-01 03:10
p454, 2019-01-01 04:50
p722, 2019-01-01 05:45
